classifier,k,modulus,residue,next_tail,probability_fraction,probability,geometric_fraction,geometric_probability,diff_vs_geometric,abs_diff_vs_geometric
q_mod,6,64,39,5,8/13107,0.000610360876,1/32,0.031250000000,-0.030639639124,0.030639639124
q_mod,6,64,39,6,4/13107,0.000305180438,1/64,0.015625000000,-0.015319819562,0.015319819562
q_mod,6,64,39,7,2/13107,0.000152590219,1/128,0.007812500000,-0.007659909781,0.007659909781
q_mod,6,64,39,8,1/13107,0.000076295109,1/256,0.003906250000,-0.003829954891,0.003829954891
q_mod,6,64,39,9,1/26214,0.000038147555,1/512,0.001953125000,-0.001914977445,0.001914977445
q_mod,6,64,39,10,1/52428,0.000019073777,1/1024,0.000976562500,-0.000957488723,0.000957488723
q_mod,6,64,39,ge_11,1/52428,0.000019073777,1/1024,0.000976562500,-0.000957488723,0.000957488723
q_mod,6,64,41,1,8905/13107,0.679407949950,1/2,0.500000000000,0.179407949950,0.179407949950
q_mod,6,64,41,2,1693/13107,0.129167620356,1/4,0.250000000000,-0.120832379644,0.120832379644
q_mod,6,64,41,3,2509/26214,0.095712214847,1/8,0.125000000000,-0.029287785153,0.029287785153
q_mod,6,64,41,4,2509/52428,0.047856107424,1/16,0.062500000000,-0.014643892576,0.014643892576
q_mod,6,64,41,5,2509/104856,0.023928053712,1/32,0.031250000000,-0.007321946288,0.007321946288
q_mod,6,64,41,6,2509/209712,0.011964026856,1/64,0.015625000000,-0.003660973144,0.003660973144
q_mod,6,64,41,7,2509/419424,0.005982013428,1/128,0.007812500000,-0.001830486572,0.001830486572
q_mod,6,64,41,8,2509/838848,0.002991006714,1/256,0.003906250000,-0.000915243286,0.000915243286
q_mod,6,64,41,9,2509/1677696,0.001495503357,1/512,0.001953125000,-0.000457621643,0.000457621643
q_mod,6,64,41,10,2509/3355392,0.000747751678,1/1024,0.000976562500,-0.000228810822,0.000228810822
q_mod,6,64,41,ge_11,2509/3355392,0.000747751678,1/1024,0.000976562500,-0.000228810822,0.000228810822
q_mod,6,64,43,1,9713/13107,0.741054398413,1/2,0.500000000000,0.241054398413,0.241054398413
q_mod,6,64,43,2,1748/13107,0.133363851377,1/4,0.250000000000,-0.116636148623,0.116636148623
q_mod,6,64,43,3,823/13107,0.062790875105,1/8,0.125000000000,-0.062209124895,0.062209124895
q_mod,6,64,43,4,823/26214,0.031395437552,1/16,0.062500000000,-0.031104562448,0.031104562448
q_mod,6,64,43,5,823/52428,0.015697718776,1/32,0.031250000000,-0.015552281224,0.015552281224
q_mod,6,64,43,6,823/104856,0.007848859388,1/64,0.015625000000,-0.007776140612,0.007776140612
q_mod,6,64,43,7,823/209712,0.003924429694,1/128,0.007812500000,-0.003888070306,0.003888070306
q_mod,6,64,43,8,823/419424,0.001962214847,1/256,0.003906250000,-0.001944035153,0.001944035153
q_mod,6,64,43,9,823/838848,0.000981107424,1/512,0.001953125000,-0.000972017576,0.000972017576
q_mod,6,64,43,10,823/1677696,0.000490553712,1/1024,0.000976562500,-0.000486008788,0.000486008788
q_mod,6,64,43,ge_11,823/1677696,0.000490553712,1/1024,0.000976562500,-0.000486008788,0.000486008788
q_mod,6,64,45,1,4/15,0.266666666667,1/2,0.500000000000,-0.233333333333,0.233333333333
q_mod,6,64,45,2,137/255,0.537254901961,1/4,0.250000000000,0.287254901961,0.287254901961
q_mod,6,64,45,3,106/13107,0.008087281605,1/8,0.125000000000,-0.116912718395,0.116912718395
q_mod,6,64,45,4,416/13107,0.031738765545,1/16,0.062500000000,-0.030761234455,0.030761234455
q_mod,6,64,45,5,1024/13107,0.078126192111,1/32,0.031250000000,0.046876192111,0.046876192111
q_mod,6,64,45,6,512/13107,0.039063096056,1/64,0.015625000000,0.023438096056,0.023438096056
q_mod,6,64,45,7,256/13107,0.019531548028,1/128,0.007812500000,0.011719048028,0.011719048028
q_mod,6,64,45,8,128/13107,0.009765774014,1/256,0.003906250000,0.005859524014,0.005859524014
q_mod,6,64,45,9,64/13107,0.004882887007,1/512,0.001953125000,0.002929762007,0.002929762007
q_mod,6,64,45,10,32/13107,0.002441443503,1/1024,0.000976562500,0.001464881003,0.001464881003
q_mod,6,64,45,ge_11,32/13107,0.002441443503,1/1024,0.000976562500,0.001464881003,0.001464881003
q_mod,6,64,47,1,2/15,0.133333333333,1/2,0.500000000000,-0.366666666667,0.366666666667
q_mod,6,64,47,2,196/255,0.768627450980,1/4,0.250000000000,0.518627450980,0.518627450980
q_mod,6,64,47,3,461/13107,0.035172045472,1/8,0.125000000000,-0.089827954528,0.089827954528
q_mod,6,64,47,4,820/13107,0.062561989776,1/16,0.062500000000,0.000061989776,0.000061989776
q_mod,6,64,47,5,2/13107,0.000152590219,1/32,0.031250000000,-0.031097409781,0.031097409781
q_mod,6,64,47,6,1/13107,0.000076295109,1/64,0.015625000000,-0.015548704891,0.015548704891
q_mod,6,64,47,7,1/26214,0.000038147555,1/128,0.007812500000,-0.007774352445,0.007774352445
q_mod,6,64,47,8,1/52428,0.000019073777,1/256,0.003906250000,-0.003887176223,0.003887176223
q_mod,6,64,47,9,1/104856,0.000009536889,1/512,0.001953125000,-0.001943588111,0.001943588111
q_mod,6,64,47,10,1/209712,0.000004768444,1/1024,0.000976562500,-0.000971794056,0.000971794056
q_mod,6,64,47,ge_11,1/209712,0.000004768444,1/1024,0.000976562500,-0.000971794056,0.000971794056
q_mod,6,64,49,1,9406/13107,0.717631799802,1/2,0.500000000000,0.217631799802,0.217631799802
q_mod,6,64,49,2,437/26214,0.016670481422,1/4,0.250000000000,-0.233329518578,0.233329518578
q_mod,6,64,49,3,6965/52428,0.132848859388,1/8,0.125000000000,0.007848859388,0.007848859388
q_mod,6,64,49,4,6965/104856,0.066424429694,1/16,0.062500000000,0.003924429694,0.003924429694
q_mod,6,64,49,5,6965/209712,0.033212214847,1/32,0.031250000000,0.001962214847,0.001962214847
q_mod,6,64,49,6,6965/419424,0.016606107424,1/64,0.015625000000,0.000981107424,0.000981107424
q_mod,6,64,49,7,6965/838848,0.008303053712,1/128,0.007812500000,0.000490553712,0.000490553712
q_mod,6,64,49,8,6965/1677696,0.004151526856,1/256,0.003906250000,0.000245276856,0.000245276856
q_mod,6,64,49,9,6965/3355392,0.002075763428,1/512,0.001953125000,0.000122638428,0.000122638428
q_mod,6,64,49,10,6965/6710784,0.001037881714,1/1024,0.000976562500,0.000061319214,0.000061319214
q_mod,6,64,49,ge_11,6965/6710784,0.001037881714,1/1024,0.000976562500,0.000061319214,0.000061319214
q_mod,6,64,51,1,5603/13107,0.427481498436,1/2,0.500000000000,-0.072518501564,0.072518501564
q_mod,6,64,51,2,7016/13107,0.535286488136,1/4,0.250000000000,0.285286488136,0.285286488136
q_mod,6,64,51,3,244/13107,0.018616006714,1/8,0.125000000000,-0.106383993286,0.106383993286
q_mod,6,64,51,4,122/13107,0.009308003357,1/16,0.062500000000,-0.053191996643,0.053191996643
q_mod,6,64,51,5,61/13107,0.004654001678,1/32,0.031250000000,-0.026595998322,0.026595998322
q_mod,6,64,51,6,61/26214,0.002327000839,1/64,0.015625000000,-0.013297999161,0.013297999161
q_mod,6,64,51,7,61/52428,0.001163500420,1/128,0.007812500000,-0.006648999580,0.006648999580
q_mod,6,64,51,8,61/104856,0.000581750210,1/256,0.003906250000,-0.003324499790,0.003324499790
q_mod,6,64,51,9,61/209712,0.000290875105,1/512,0.001953125000,-0.001662249895,0.001662249895
q_mod,6,64,51,10,61/419424,0.000145437552,1/1024,0.000976562500,-0.000831124948,0.000831124948
q_mod,6,64,51,ge_11,61/419424,0.000145437552,1/1024,0.000976562500,-0.000831124948,0.000831124948
q_mod,6,64,53,1,1/15,0.066666666667,1/2,0.500000000000,-0.433333333333,0.433333333333
q_mod,6,64,53,2,38/255,0.149019607843,1/4,0.250000000000,-0.100980392157,0.100980392157
q_mod,6,64,53,3,3688/13107,0.281376363775,1/8,0.125000000000,0.156376363775,0.156376363775
q_mod,6,64,53,4,6560/13107,0.500495918212,1/16,0.062500000000,0.437995918212,0.437995918212
q_mod,6,64,53,5,16/13107,0.001220721752,1/32,0.031250000000,-0.030029278248,0.030029278248
q_mod,6,64,53,6,8/13107,0.000610360876,1/64,0.015625000000,-0.015014639124,0.015014639124
q_mod,6,64,53,7,4/13107,0.000305180438,1/128,0.007812500000,-0.007507319562,0.007507319562
q_mod,6,64,53,8,2/13107,0.000152590219,1/256,0.003906250000,-0.003753659781,0.003753659781
q_mod,6,64,53,9,1/13107,0.000076295109,1/512,0.001953125000,-0.001876829891,0.001876829891
q_mod,6,64,53,10,1/26214,0.000038147555,1/1024,0.000976562500,-0.000938414945,0.000938414945
q_mod,6,64,53,ge_11,1/26214,0.000038147555,1/1024,0.000976562500,-0.000938414945,0.000938414945
q_mod,6,64,55,1,8/15,0.533333333333,1/2,0.500000000000,0.033333333333,0.033333333333
q_mod,6,64,55,2,49/255,0.192156862745,1/4,0.250000000000,-0.057843137255,0.057843137255
q_mod,6,64,55,3,3392/13107,0.258793011368,1/8,0.125000000000,0.133793011368,0.133793011368
q_mod,6,64,55,4,205/13107,0.015640497444,1/16,0.062500000000,-0.046859502556,0.046859502556
q_mod,6,64,55,5,1/26214,0.000038147555,1/32,0.031250000000,-0.031211852445,0.031211852445
q_mod,6,64,55,6,1/52428,0.000019073777,1/64,0.015625000000,-0.015605926223,0.015605926223
q_mod,6,64,55,7,1/104856,0.000009536889,1/128,0.007812500000,-0.007802963111,0.007802963111
q_mod,6,64,55,8,1/209712,0.000004768444,1/256,0.003906250000,-0.003901481556,0.003901481556
q_mod,6,64,55,9,1/419424,0.000002384222,1/512,0.001953125000,-0.001950740778,0.001950740778
q_mod,6,64,55,10,1/838848,0.000001192111,1/1024,0.000976562500,-0.000975370389,0.000975370389
q_mod,6,64,55,ge_11,1/838848,0.000001192111,1/1024,0.000976562500,-0.000975370389,0.000975370389
q_mod,6,64,57,1,11410/13107,0.870527199207,1/2,0.500000000000,0.370527199207,0.370527199207
q_mod,6,64,57,2,874/13107,0.066681925689,1/4,0.250000000000,-0.183318074311,0.183318074311
q_mod,6,64,57,3,823/26214,0.031395437552,1/8,0.125000000000,-0.093604562448,0.093604562448
q_mod,6,64,57,4,823/52428,0.015697718776,1/16,0.062500000000,-0.046802281224,0.046802281224
q_mod,6,64,57,5,823/104856,0.007848859388,1/32,0.031250000000,-0.023401140612,0.023401140612
q_mod,6,64,57,6,823/209712,0.003924429694,1/64,0.015625000000,-0.011700570306,0.011700570306
q_mod,6,64,57,7,823/419424,0.001962214847,1/128,0.007812500000,-0.005850285153,0.005850285153
q_mod,6,64,57,8,823/838848,0.000981107424,1/256,0.003906250000,-0.002925142576,0.002925142576
q_mod,6,64,57,9,823/1677696,0.000490553712,1/512,0.001953125000,-0.001462571288,0.001462571288
q_mod,6,64,57,10,823/3355392,0.000245276856,1/1024,0.000976562500,-0.000731285644,0.000731285644
q_mod,6,64,57,ge_11,823/3355392,0.000245276856,1/1024,0.000976562500,-0.000731285644,0.000731285644
q_mod,6,64,59,1,4703/13107,0.358815899901,1/2,0.500000000000,-0.141184100099,0.141184100099
q_mod,6,64,59,2,3386/13107,0.258335240711,1/4,0.250000000000,0.008335240711,0.008335240711
q_mod,6,64,59,3,2509/13107,0.191424429694,1/8,0.125000000000,0.066424429694,0.066424429694
q_mod,6,64,59,4,2509/26214,0.095712214847,1/16,0.062500000000,0.033212214847,0.033212214847
q_mod,6,64,59,5,2509/52428,0.047856107424,1/32,0.031250000000,0.016606107424,0.016606107424
q_mod,6,64,59,6,2509/104856,0.023928053712,1/64,0.015625000000,0.008303053712,0.008303053712
q_mod,6,64,59,7,2509/209712,0.011964026856,1/128,0.007812500000,0.004151526856,0.004151526856
q_mod,6,64,59,8,2509/419424,0.005982013428,1/256,0.003906250000,0.002075763428,0.002075763428
q_mod,6,64,59,9,2509/838848,0.002991006714,1/512,0.001953125000,0.001037881714,0.001037881714
q_mod,6,64,59,10,2509/1677696,0.001495503357,1/1024,0.000976562500,0.000518940857,0.000518940857
q_mod,6,64,59,ge_11,2509/1677696,0.001495503357,1/1024,0.000976562500,0.000518940857,0.000518940857
q_mod,6,64,61,1,4/15,0.266666666667,1/2,0.500000000000,-0.233333333333,0.233333333333
q_mod,6,64,61,2,152/255,0.596078431373,1/4,0.250000000000,0.346078431373,0.346078431373
q_mod,6,64,61,3,1696/13107,0.129396505684,1/8,0.125000000000,0.004396505684,0.004396505684
q_mod,6,64,61,4,205/26214,0.007820248722,1/16,0.062500000000,-0.054679751278,0.054679751278
q_mod,6,64,61,5,1/52428,0.000019073777,1/32,0.031250000000,-0.031230926223,0.031230926223
q_mod,6,64,61,6,1/104856,0.000009536889,1/64,0.015625000000,-0.015615463111,0.015615463111
q_mod,6,64,61,7,1/209712,0.000004768444,1/128,0.007812500000,-0.007807731556,0.007807731556
q_mod,6,64,61,8,1/419424,0.000002384222,1/256,0.003906250000,-0.003903865778,0.003903865778
q_mod,6,64,61,9,1/838848,0.000001192111,1/512,0.001953125000,-0.001951932889,0.001951932889
q_mod,6,64,61,10,1/1677696,0.000000596056,1/1024,0.000976562500,-0.000975966444,0.000975966444
q_mod,6,64,61,ge_11,1/1677696,0.000000596056,1/1024,0.000976562500,-0.000975966444,0.000975966444
q_mod,6,64,63,1,2/15,0.133333333333,1/2,0.500000000000,-0.366666666667,0.366666666667
q_mod,6,64,63,2,76/255,0.298039215686,1/4,0.250000000000,0.048039215686,0.048039215686
q_mod,6,64,63,3,848/13107,0.064698252842,1/8,0.125000000000,-0.060301747158,0.060301747158
q_mod,6,64,63,4,3328/13107,0.253910124361,1/16,0.062500000000,0.191410124361,0.191410124361
q_mod,6,64,63,5,3277/26214,0.125009536889,1/32,0.031250000000,0.093759536889,0.093759536889
q_mod,6,64,63,6,3277/52428,0.062504768444,1/64,0.015625000000,0.046879768444,0.046879768444
q_mod,6,64,63,7,3277/104856,0.031252384222,1/128,0.007812500000,0.023439884222,0.023439884222
q_mod,6,64,63,8,3277/209712,0.015626192111,1/256,0.003906250000,0.011719942111,0.011719942111
q_mod,6,64,63,9,3277/419424,0.007813096056,1/512,0.001953125000,0.005859971056,0.005859971056
q_mod,6,64,63,10,3277/838848,0.003906548028,1/1024,0.000976562500,0.002929985528,0.002929985528
q_mod,6,64,63,ge_11,3277/838848,0.003906548028,1/1024,0.000976562500,0.002929985528,0.002929985528
n_mod,2,4,1,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,2,4,1,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,2,4,1,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,2,4,1,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,2,4,1,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,2,4,1,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,2,4,1,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,2,4,1,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,2,4,1,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,2,4,1,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,2,4,1,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,2,4,3,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,2,4,3,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,2,4,3,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,2,4,3,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,2,4,3,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,2,4,3,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,2,4,3,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,2,4,3,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,2,4,3,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,2,4,3,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,2,4,3,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,1,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,3,8,1,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,3,8,1,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,3,8,1,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,3,8,1,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,3,8,1,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,3,8,1,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,3,8,1,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,3,8,1,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,3,8,1,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,1,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,3,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,3,8,3,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,3,8,3,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,3,8,3,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,3,8,3,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,3,8,3,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,3,8,3,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,3,8,3,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,3,8,3,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,3,8,3,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,3,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,5,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,3,8,5,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,3,8,5,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,3,8,5,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,3,8,5,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,3,8,5,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,3,8,5,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,3,8,5,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,3,8,5,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,3,8,5,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,5,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,7,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,3,8,7,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,3,8,7,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,3,8,7,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,3,8,7,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,3,8,7,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,3,8,7,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,3,8,7,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,3,8,7,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,3,8,7,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,3,8,7,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,1,1,1/1,1.000000000000,1/2,0.500000000000,0.500000000000,0.500000000000
n_mod,4,16,1,2,0/1,0.000000000000,1/4,0.250000000000,-0.250000000000,0.250000000000
n_mod,4,16,1,3,0/1,0.000000000000,1/8,0.125000000000,-0.125000000000,0.125000000000
n_mod,4,16,1,4,0/1,0.000000000000,1/16,0.062500000000,-0.062500000000,0.062500000000
n_mod,4,16,1,5,0/1,0.000000000000,1/32,0.031250000000,-0.031250000000,0.031250000000
n_mod,4,16,1,6,0/1,0.000000000000,1/64,0.015625000000,-0.015625000000,0.015625000000
n_mod,4,16,1,7,0/1,0.000000000000,1/128,0.007812500000,-0.007812500000,0.007812500000
n_mod,4,16,1,8,0/1,0.000000000000,1/256,0.003906250000,-0.003906250000,0.003906250000
n_mod,4,16,1,9,0/1,0.000000000000,1/512,0.001953125000,-0.001953125000,0.001953125000
n_mod,4,16,1,10,0/1,0.000000000000,1/1024,0.000976562500,-0.000976562500,0.000976562500
n_mod,4,16,1,ge_11,0/1,0.000000000000,1/1024,0.000976562500,-0.000976562500,0.000976562500
n_mod,4,16,3,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,4,16,3,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,4,16,3,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,4,16,3,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,4,16,3,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,4,16,3,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,4,16,3,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,4,16,3,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,4,16,3,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,4,16,3,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,3,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,5,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,4,16,5,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,4,16,5,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,4,16,5,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,4,16,5,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,4,16,5,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,4,16,5,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,4,16,5,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,4,16,5,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,4,16,5,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,5,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,7,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,4,16,7,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,4,16,7,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,4,16,7,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,4,16,7,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,4,16,7,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,4,16,7,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,4,16,7,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,4,16,7,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,4,16,7,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,7,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,9,1,0/1,0.000000000000,1/2,0.500000000000,-0.500000000000,0.500000000000
n_mod,4,16,9,2,1/2,0.500000000000,1/4,0.250000000000,0.250000000000,0.250000000000
n_mod,4,16,9,3,1/4,0.250000000000,1/8,0.125000000000,0.125000000000,0.125000000000
n_mod,4,16,9,4,1/8,0.125000000000,1/16,0.062500000000,0.062500000000,0.062500000000
n_mod,4,16,9,5,1/16,0.062500000000,1/32,0.031250000000,0.031250000000,0.031250000000
n_mod,4,16,9,6,1/32,0.031250000000,1/64,0.015625000000,0.015625000000,0.015625000000
n_mod,4,16,9,7,1/64,0.015625000000,1/128,0.007812500000,0.007812500000,0.007812500000
n_mod,4,16,9,8,1/128,0.007812500000,1/256,0.003906250000,0.003906250000,0.003906250000
n_mod,4,16,9,9,1/256,0.003906250000,1/512,0.001953125000,0.001953125000,0.001953125000
n_mod,4,16,9,10,1/512,0.001953125000,1/1024,0.000976562500,0.000976562500,0.000976562500
n_mod,4,16,9,ge_11,1/512,0.001953125000,1/1024,0.000976562500,0.000976562500,0.000976562500
n_mod,4,16,11,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,4,16,11,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,4,16,11,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,4,16,11,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
n_mod,4,16,11,5,1/32,0.031250000000,1/32,0.031250000000,0.000000000000,0.000000000000
n_mod,4,16,11,6,1/64,0.015625000000,1/64,0.015625000000,0.000000000000,0.000000000000
n_mod,4,16,11,7,1/128,0.007812500000,1/128,0.007812500000,0.000000000000,0.000000000000
n_mod,4,16,11,8,1/256,0.003906250000,1/256,0.003906250000,0.000000000000,0.000000000000
n_mod,4,16,11,9,1/512,0.001953125000,1/512,0.001953125000,0.000000000000,0.000000000000
n_mod,4,16,11,10,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,11,ge_11,1/1024,0.000976562500,1/1024,0.000976562500,0.000000000000,0.000000000000
n_mod,4,16,13,1,1/2,0.500000000000,1/2,0.500000000000,0.000000000000,0.000000000000
n_mod,4,16,13,2,1/4,0.250000000000,1/4,0.250000000000,0.000000000000,0.000000000000
n_mod,4,16,13,3,1/8,0.125000000000,1/8,0.125000000000,0.000000000000,0.000000000000
n_mod,4,16,13,4,1/16,0.062500000000,1/16,0.062500000000,0.000000000000,0.000000000000
